State,District,Date,Year,Month,Avg_rainfall
Bihar,Siwan,2022-01-13,2022,1,3.540368013
Bihar,Siwan,2022-01-14,2022,1,0.0661033
Bihar,Siwan,2022-01-15,2022,1,0.0
Bihar,Siwan,2022-01-16,2022,1,0.0
Bihar,Siwan,2022-01-17,2022,1,0.221845169
Bihar,Siwan,2022-01-18,2022,1,0.0
Bihar,Siwan,2022-01-19,2022,1,0.0
Bihar,Siwan,2022-01-20,2022,1,0.0
Bihar,Siwan,2022-01-21,2022,1,0.00763306
Bihar,Siwan,2022-01-22,2022,1,1.98684069
Bihar,Siwan,2022-01-23,2022,1,0.470194019
Bihar,Siwan,2022-01-24,2022,1,0.001147454
Bihar,Siwan,2022-01-25,2022,1,0.004065977
Bihar,Siwan,2022-01-26,2022,1,0.0
Bihar,Siwan,2022-01-27,2022,1,0.0
Bihar,Siwan,2022-01-28,2022,1,0.044102126
Bihar,Siwan,2022-01-29,2022,1,0.0
Bihar,Siwan,2022-01-30,2022,1,0.000785756
Bihar,Supaul,2022-01-01,2022,1,0.0
Bihar,Supaul,2022-01-03,2022,1,0.0
Bihar,Supaul,2022-01-04,2022,1,0.0
Bihar,Supaul,2022-01-05,2022,1,0.225393585
Bihar,Supaul,2022-01-06,2022,1,0.105777165
Bihar,Supaul,2022-01-07,2022,1,0.000685677
Bihar,Supaul,2022-01-08,2022,1,0.081938448
Bihar,Supaul,2022-01-09,2022,1,0.012890735
Bihar,Supaul,2022-01-10,2022,1,2.130205361
Bihar,Supaul,2022-01-11,2022,1,0.0
Bihar,Supaul,2022-01-12,2022,1,3.436077942
Bihar,Supaul,2022-01-13,2022,1,5.502458167
Bihar,Supaul,2022-01-14,2022,1,5.827114981
Bihar,Supaul,2022-01-15,2022,1,0.0
Bihar,Supaul,2022-01-16,2022,1,0.0
Bihar,Supaul,2022-01-17,2022,1,0.130415839
Bihar,Supaul,2022-01-18,2022,1,0.022935909
Bihar,Supaul,2022-01-19,2022,1,0.0
Bihar,Supaul,2022-01-20,2022,1,0.0
Bihar,Supaul,2022-01-21,2022,1,0.013187862
Bihar,Supaul,2022-01-22,2022,1,0.0
Bihar,Supaul,2022-01-23,2022,1,0.955102886
Bihar,Supaul,2022-01-24,2022,1,0.032512536
Bihar,Supaul,2022-01-25,2022,1,0.0
Bihar,Supaul,2022-01-26,2022,1,0.0
Bihar,Supaul,2022-01-27,2022,1,0.000137135
Bihar,Supaul,2022-01-28,2022,1,0.0
Bihar,Supaul,2022-01-29,2022,1,0.0
Bihar,Supaul,2022-01-30,2022,1,0.0
Bihar,Vaishali,2022-01-01,2022,1,0.133621636
Bihar,Vaishali,2022-01-03,2022,1,0.0
Bihar,Vaishali,2022-01-04,2022,1,0.000204523
Bihar,Vaishali,2022-01-05,2022,1,0.152642267
Bihar,Vaishali,2022-01-06,2022,1,0.21853955
Bihar,Vaishali,2022-01-07,2022,1,0.042922542
Bihar,Vaishali,2022-01-08,2022,1,0.779845867
Bihar,Vaishali,2022-01-09,2022,1,0.304807315
Bihar,Vaishali,2022-01-10,2022,1,0.81334672
Bihar,Vaishali,2022-01-11,2022,1,0.073219203
Bihar,Vaishali,2022-01-12,2022,1,2.849767729
Bihar,Vaishali,2022-01-13,2022,1,3.798985837
Bihar,Vaishali,2022-01-14,2022,1,1.652545136
Bihar,Vaishali,2022-01-15,2022,1,0.0
Bihar,Vaishali,2022-01-16,2022,1,0.0
Bihar,Vaishali,2022-01-17,2022,1,0.052821451
Bihar,Vaishali,2022-01-18,2022,1,0.001336216
Bihar,Vaishali,2022-01-19,2022,1,0.0
Bihar,Vaishali,2022-01-20,2022,1,0.0
Bihar,Vaishali,2022-01-21,2022,1,4.09e-05
Bihar,Vaishali,2022-01-22,2022,1,1.622548442
Bihar,Vaishali,2022-01-23,2022,1,1.914116307
Bihar,Vaishali,2022-01-24,2022,1,0.020029611
Bihar,Vaishali,2022-01-25,2022,1,0.000259062
Bihar,Vaishali,2022-01-26,2022,1,0.0
Bihar,Vaishali,2022-01-27,2022,1,0.0
Bihar,Vaishali,2022-01-28,2022,1,0.0
Bihar,Vaishali,2022-01-30,2022,1,0.004281346
Bihar,Vaishali,2022-01-29,2022,1,0.0
Chandigarh,Chandigarh,2022-01-01,2022,1,0.0
Chandigarh,Chandigarh,2022-01-03,2022,1,0.0
Chandigarh,Chandigarh,2022-01-04,2022,1,0.0
Chandigarh,Chandigarh,2022-01-05,2022,1,4.622589908
Chandigarh,Chandigarh,2022-01-07,2022,1,9.030708302
Chandigarh,Chandigarh,2022-01-06,2022,1,55.35863752
Chandigarh,Chandigarh,2022-01-08,2022,1,69.32427288
Chandigarh,Chandigarh,2022-01-10,2022,1,53.37009096
Chandigarh,Chandigarh,2022-01-11,2022,1,0.0
Chandigarh,Chandigarh,2022-01-12,2022,1,0.020822477
Chandigarh,Chandigarh,2022-01-13,2022,1,0.008328991
Chandigarh,Chandigarh,2022-01-09,2022,1,67.58559605
Chandigarh,Chandigarh,2022-01-14,2022,1,0.0
Chandigarh,Chandigarh,2022-01-15,2022,1,0.0
Chandigarh,Chandigarh,2022-01-16,2022,1,0.060385183
Chandigarh,Chandigarh,2022-01-17,2022,1,0.0
Chandigarh,Chandigarh,2022-01-18,2022,1,0.0
Chandigarh,Chandigarh,2022-01-19,2022,1,0.0
Chandigarh,Chandigarh,2022-01-20,2022,1,4.097863486
Chandigarh,Chandigarh,2022-01-21,2022,1,0.0
Chandigarh,Chandigarh,2022-01-22,2022,1,13.59707752
Chandigarh,Chandigarh,2022-01-23,2022,1,53.39299568
Chandigarh,Chandigarh,2022-01-24,2022,1,67.59808954
Chandigarh,Chandigarh,2022-01-25,2022,1,2.546588945
Chandigarh,Chandigarh,2022-01-26,2022,1,0.049973945
Chandigarh,Chandigarh,2022-01-27,2022,1,0.0
Chandigarh,Chandigarh,2022-01-28,2022,1,0.0
Chandigarh,Chandigarh,2022-01-29,2022,1,0.0
Chandigarh,Chandigarh,2022-01-30,2022,1,0.0
Chhattisgarh,Balod,2022-01-03,2022,1,0.0
Chhattisgarh,Balod,2022-01-04,2022,1,0.0
Chhattisgarh,Balod,2022-01-01,2022,1,0.373905002
Chhattisgarh,Balod,2022-01-05,2022,1,0.030169086
Chhattisgarh,Balod,2022-01-06,2022,1,0.042909235
Chhattisgarh,Balod,2022-01-07,2022,1,0.0
Chhattisgarh,Balod,2022-01-08,2022,1,0.0
Chhattisgarh,Balod,2022-01-09,2022,1,0.045116729
Chhattisgarh,Balod,2022-01-10,2022,1,7.02250065
Chhattisgarh,Balod,2022-01-11,2022,1,22.69905397
Chhattisgarh,Balod,2022-01-12,2022,1,28.70392552
Chhattisgarh,Balod,2022-01-13,2022,1,0.133142694
Chhattisgarh,Balod,2022-01-14,2022,1,2.102253068
Chhattisgarh,Balod,2022-01-15,2022,1,0.67379906
Chhattisgarh,Balod,2022-01-16,2022,1,0.0
Chhattisgarh,Balod,2022-01-17,2022,1,0.0
Chhattisgarh,Balod,2022-01-18,2022,1,0.0
Chhattisgarh,Balod,2022-01-19,2022,1,0.000136899
Chhattisgarh,Balod,2022-01-20,2022,1,0.000188236
Chhattisgarh,Balod,2022-01-21,2022,1,0.0
Chhattisgarh,Balod,2022-01-22,2022,1,0.001711236
Chhattisgarh,Balod,2022-01-23,2022,1,0.374512491
Chhattisgarh,Balod,2022-01-24,2022,1,0.000102674
Chhattisgarh,Balod,2022-01-25,2022,1,0.0
Chhattisgarh,Balod,2022-01-26,2022,1,0.0
Chhattisgarh,Balod,2022-01-27,2022,1,0.0
Chhattisgarh,Balod,2022-01-28,2022,1,0.003662044
Chhattisgarh,Balod,2022-01-29,2022,1,0.0
Chhattisgarh,Balod,2022-01-30,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-03,2022,1,0.040763291
Chhattisgarh,Baloda Bazar,2022-01-04,2022,1,0.04032108
Chhattisgarh,Baloda Bazar,2022-01-01,2022,1,0.721050231
Chhattisgarh,Baloda Bazar,2022-01-05,2022,1,0.001351201
Chhattisgarh,Baloda Bazar,2022-01-06,2022,1,0.097882262
Chhattisgarh,Baloda Bazar,2022-01-07,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-08,2022,1,0.001983809
Chhattisgarh,Baloda Bazar,2022-01-10,2022,1,2.66622142
Chhattisgarh,Baloda Bazar,2022-01-11,2022,1,4.870841714
Chhattisgarh,Baloda Bazar,2022-01-12,2022,1,13.62243842
Chhattisgarh,Baloda Bazar,2022-01-13,2022,1,0.097648872
Chhattisgarh,Baloda Bazar,2022-01-14,2022,1,1.625126841
Chhattisgarh,Baloda Bazar,2022-01-15,2022,1,0.180508231
Chhattisgarh,Baloda Bazar,2022-01-16,2022,1,0.003807931
Chhattisgarh,Baloda Bazar,2022-01-17,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-09,2022,1,0.02453659
Chhattisgarh,Baloda Bazar,2022-01-18,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-19,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-20,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-21,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-22,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-23,2022,1,0.500540295
Chhattisgarh,Baloda Bazar,2022-01-24,2022,1,0.124279825
Chhattisgarh,Baloda Bazar,2022-01-25,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-26,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-27,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-28,2022,1,0.110982774
Chhattisgarh,Baloda Bazar,2022-01-29,2022,1,0.0
Chhattisgarh,Baloda Bazar,2022-01-30,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-03,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-04,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-05,2022,1,0.00182083
Chhattisgarh,Balrampur,2022-01-06,2022,1,0.454184475
Chhattisgarh,Balrampur,2022-01-07,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-01,2022,1,0.114027242
Chhattisgarh,Balrampur,2022-01-08,2022,1,0.019051113
Chhattisgarh,Balrampur,2022-01-09,2022,1,0.18967733
Chhattisgarh,Balrampur,2022-01-10,2022,1,21.70398122
Chhattisgarh,Balrampur,2022-01-11,2022,1,10.3986219
Chhattisgarh,Balrampur,2022-01-12,2022,1,11.45877328
Chhattisgarh,Balrampur,2022-01-13,2022,1,4.520413937
Chhattisgarh,Balrampur,2022-01-14,2022,1,11.83584739
Chhattisgarh,Balrampur,2022-01-15,2022,1,0.45115126
Chhattisgarh,Balrampur,2022-01-16,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-17,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-18,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-19,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-20,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-21,2022,1,0.003429831
Chhattisgarh,Balrampur,2022-01-22,2022,1,1.427819373
Chhattisgarh,Balrampur,2022-01-23,2022,1,1.740664152
Chhattisgarh,Balrampur,2022-01-24,2022,1,0.118020449
Chhattisgarh,Balrampur,2022-01-25,2022,1,0.005394886
Chhattisgarh,Balrampur,2022-01-26,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-27,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-28,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-29,2022,1,0.0
Chhattisgarh,Balrampur,2022-01-30,2022,1,0.0
Chhattisgarh,Bastar,2022-01-01,2022,1,0.0
Chhattisgarh,Bastar,2022-01-03,2022,1,0.0
Chhattisgarh,Bastar,2022-01-04,2022,1,0.0
Chhattisgarh,Bastar,2022-01-05,2022,1,0.0
Chhattisgarh,Bastar,2022-01-06,2022,1,0.0
Chhattisgarh,Bastar,2022-01-07,2022,1,0.0
Chhattisgarh,Bastar,2022-01-08,2022,1,0.0
Chhattisgarh,Bastar,2022-01-09,2022,1,0.005873422
Chhattisgarh,Bastar,2022-01-10,2022,1,0.0
Chhattisgarh,Bastar,2022-01-11,2022,1,0.08333895
Chhattisgarh,Bastar,2022-01-12,2022,1,29.19035728
Chhattisgarh,Bastar,2022-01-13,2022,1,4.107916662
Chhattisgarh,Bastar,2022-01-14,2022,1,6.730973989
Chhattisgarh,Bastar,2022-01-15,2022,1,1.097342923
Chhattisgarh,Bastar,2022-01-16,2022,1,0.00023731
Chhattisgarh,Bastar,2022-01-17,2022,1,0.0
Chhattisgarh,Bastar,2022-01-18,2022,1,0.0
Chhattisgarh,Bastar,2022-01-19,2022,1,0.0
Chhattisgarh,Bastar,2022-01-21,2022,1,0.0
Chhattisgarh,Bastar,2022-01-22,2022,1,0.002696704
Chhattisgarh,Bastar,2022-01-23,2022,1,0.0
Chhattisgarh,Bastar,2022-01-24,2022,1,0.007119299
Chhattisgarh,Bastar,2022-01-25,2022,1,0.0
Chhattisgarh,Bastar,2022-01-26,2022,1,0.0
Chhattisgarh,Bastar,2022-01-27,2022,1,0.0
Chhattisgarh,Bastar,2022-01-28,2022,1,0.0
Chhattisgarh,Bastar,2022-01-29,2022,1,0.0
Chhattisgarh,Bastar,2022-01-20,2022,1,0.0
Chhattisgarh,Bastar,2022-01-30,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-03,2022,1,0.000576066
Chhattisgarh,Bemetara,2022-01-04,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-05,2022,1,0.007104818
Chhattisgarh,Bemetara,2022-01-01,2022,1,0.10497208
Chhattisgarh,Bemetara,2022-01-06,2022,1,0.036292176
Chhattisgarh,Bemetara,2022-01-07,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-08,2022,1,7.68e-05
Chhattisgarh,Bemetara,2022-01-10,2022,1,8.719224179
Chhattisgarh,Bemetara,2022-01-11,2022,1,17.03465149
Chhattisgarh,Bemetara,2022-01-12,2022,1,11.08451397
Chhattisgarh,Bemetara,2022-01-13,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-14,2022,1,6.010291644
Chhattisgarh,Bemetara,2022-01-15,2022,1,0.053766187
Chhattisgarh,Bemetara,2022-01-16,2022,1,0.000934508
Chhattisgarh,Bemetara,2022-01-17,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-09,2022,1,0.021992931
Chhattisgarh,Bemetara,2022-01-18,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-19,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-20,2022,1,7.68e-05
Chhattisgarh,Bemetara,2022-01-21,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-22,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-23,2022,1,5.048094518
Chhattisgarh,Bemetara,2022-01-24,2022,1,0.009319472
Chhattisgarh,Bemetara,2022-01-25,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-26,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-27,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-28,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-29,2022,1,0.0
Chhattisgarh,Bemetara,2022-01-30,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-01,2022,1,0.005672526
Chhattisgarh,Bijapur,2022-01-03,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-04,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-05,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-06,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-07,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-08,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-09,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-10,2022,1,0.000230052
Chhattisgarh,Bijapur,2022-01-11,2022,1,0.918769549
Chhattisgarh,Bijapur,2022-01-12,2022,1,15.2839054
Chhattisgarh,Bijapur,2022-01-13,2022,1,8.575872618
Chhattisgarh,Bijapur,2022-01-14,2022,1,13.7139614
Chhattisgarh,Bijapur,2022-01-15,2022,1,0.651962298
Chhattisgarh,Bijapur,2022-01-16,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-17,2022,1,0.021508327
Chhattisgarh,Bijapur,2022-01-18,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-19,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-21,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-22,2022,1,0.061137222
Chhattisgarh,Bijapur,2022-01-23,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-24,2022,1,0.000636583
Chhattisgarh,Bijapur,2022-01-25,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-26,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-27,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-28,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-29,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-20,2022,1,0.0
Chhattisgarh,Bijapur,2022-01-30,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-03,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-04,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-05,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-01,2022,1,0.023362252
Chhattisgarh,Bilapur,2022-01-06,2022,1,4.03e-05
Chhattisgarh,Bilapur,2022-01-07,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-08,2022,1,0.01006188
Chhattisgarh,Bilapur,2022-01-10,2022,1,8.829432833
Chhattisgarh,Bilapur,2022-01-11,2022,1,0.774571436
Chhattisgarh,Bilapur,2022-01-12,2022,1,8.502820494
Chhattisgarh,Bilapur,2022-01-13,2022,1,0.116988491
Chhattisgarh,Bilapur,2022-01-14,2022,1,22.00885253
Chhattisgarh,Bilapur,2022-01-15,2022,1,0.066461579
Chhattisgarh,Bilapur,2022-01-16,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-17,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-09,2022,1,0.044686349
Chhattisgarh,Bilapur,2022-01-18,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-19,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-20,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-21,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-22,2022,1,0.062836402
Chhattisgarh,Bilapur,2022-01-23,2022,1,0.345680769
Chhattisgarh,Bilapur,2022-01-24,2022,1,0.005059136
Chhattisgarh,Bilapur,2022-01-25,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-26,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-27,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-28,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-29,2022,1,0.0
Chhattisgarh,Bilapur,2022-01-30,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-01,2022,1,0.039304839
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-03,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-04,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-05,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-06,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-07,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-08,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-09,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-10,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-11,2022,1,0.023986295
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-12,2022,1,24.90883131
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-13,2022,1,11.79473048
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-14,2022,1,3.194035318
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-15,2022,1,0.928111364
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-16,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-17,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-18,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-19,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-21,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-22,2022,1,0.009309041
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-23,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-24,2022,1,0.015877086
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-25,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-26,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-27,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-28,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-29,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-20,2022,1,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2022-01-30,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-03,2022,1,0.078002116
Chhattisgarh,Dhamtari,2022-01-01,2022,1,0.269070224
Chhattisgarh,Dhamtari,2022-01-04,2022,1,0.081971079
Chhattisgarh,Dhamtari,2022-01-05,2022,1,0.002803698
Chhattisgarh,Dhamtari,2022-01-06,2022,1,0.004901174
Chhattisgarh,Dhamtari,2022-01-07,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-08,2022,1,0.003587603
Chhattisgarh,Dhamtari,2022-01-09,2022,1,0.008630021
Chhattisgarh,Dhamtari,2022-01-10,2022,1,12.1846862
Chhattisgarh,Dhamtari,2022-01-11,2022,1,20.7007023
Chhattisgarh,Dhamtari,2022-01-12,2022,1,83.52475076
Chhattisgarh,Dhamtari,2022-01-13,2022,1,2.299166224
Chhattisgarh,Dhamtari,2022-01-14,2022,1,6.328446927
Chhattisgarh,Dhamtari,2022-01-15,2022,1,0.794216205
Chhattisgarh,Dhamtari,2022-01-16,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-17,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-18,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-19,2022,1,0.00341811
Chhattisgarh,Dhamtari,2022-01-21,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-22,2022,1,0.001412442
Chhattisgarh,Dhamtari,2022-01-23,2022,1,0.256294685
Chhattisgarh,Dhamtari,2022-01-24,2022,1,0.059287258
Chhattisgarh,Dhamtari,2022-01-25,2022,1,0.003276866
Chhattisgarh,Dhamtari,2022-01-26,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-27,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-28,2022,1,0.054032973
Chhattisgarh,Dhamtari,2022-01-29,2022,1,0.0
Chhattisgarh,Dhamtari,2022-01-20,2022,1,0.000112995
Chhattisgarh,Dhamtari,2022-01-30,2022,1,0.0
Chhattisgarh,Durg,2022-01-03,2022,1,0.008767691
Chhattisgarh,Durg,2022-01-04,2022,1,0.006566388
Chhattisgarh,Durg,2022-01-01,2022,1,1.241985303
Chhattisgarh,Durg,2022-01-05,2022,1,0.063850302
Chhattisgarh,Durg,2022-01-06,2022,1,0.155166865
Chhattisgarh,Durg,2022-01-07,2022,1,0.0
Chhattisgarh,Durg,2022-01-08,2022,1,0.000312685
Chhattisgarh,Durg,2022-01-10,2022,1,2.400808871
Chhattisgarh,Durg,2022-01-11,2022,1,25.59629149
Chhattisgarh,Durg,2022-01-12,2022,1,20.49153178
Chhattisgarh,Durg,2022-01-13,2022,1,0.275700725
Chhattisgarh,Durg,2022-01-14,2022,1,5.084260078
Chhattisgarh,Durg,2022-01-15,2022,1,0.089928241
Chhattisgarh,Durg,2022-01-16,2022,1,3.75e-05
Chhattisgarh,Durg,2022-01-09,2022,1,0.048666312
Chhattisgarh,Durg,2022-01-17,2022,1,0.0
Chhattisgarh,Durg,2022-01-18,2022,1,0.0
Chhattisgarh,Durg,2022-01-19,2022,1,0.0
Chhattisgarh,Durg,2022-01-20,2022,1,0.000350207
Chhattisgarh,Durg,2022-01-21,2022,1,0.0
Chhattisgarh,Durg,2022-01-22,2022,1,0.0
Chhattisgarh,Durg,2022-01-23,2022,1,1.118237039
Chhattisgarh,Durg,2022-01-24,2022,1,0.250335708
Chhattisgarh,Durg,2022-01-25,2022,1,0.001088144
Chhattisgarh,Durg,2022-01-26,2022,1,0.0
Chhattisgarh,Durg,2022-01-27,2022,1,0.0
Chhattisgarh,Durg,2022-01-28,2022,1,0.031768808
Chhattisgarh,Durg,2022-01-29,2022,1,0.0
Chhattisgarh,Durg,2022-01-30,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-03,2022,1,0.018343673
Chhattisgarh,Gariyaband,2022-01-01,2022,1,0.298673395
Chhattisgarh,Gariyaband,2022-01-04,2022,1,0.025402142
Chhattisgarh,Gariyaband,2022-01-05,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-06,2022,1,0.02697599
Chhattisgarh,Gariyaband,2022-01-07,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-08,2022,1,0.006360968
Chhattisgarh,Gariyaband,2022-01-09,2022,1,0.010939435
Chhattisgarh,Gariyaband,2022-01-10,2022,1,9.553005952
Chhattisgarh,Gariyaband,2022-01-11,2022,1,5.063116166
Chhattisgarh,Gariyaband,2022-01-12,2022,1,63.78178106
Chhattisgarh,Gariyaband,2022-01-13,2022,1,6.09836227
Chhattisgarh,Gariyaband,2022-01-14,2022,1,9.449048534
Chhattisgarh,Gariyaband,2022-01-15,2022,1,0.827760498
Chhattisgarh,Gariyaband,2022-01-16,2022,1,0.330138429
Chhattisgarh,Gariyaband,2022-01-17,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-18,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-19,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-21,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-22,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-23,2022,1,0.018212519
Chhattisgarh,Gariyaband,2022-01-24,2022,1,0.024960988
Chhattisgarh,Gariyaband,2022-01-25,2022,1,0.00034577
Chhattisgarh,Gariyaband,2022-01-26,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-27,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-28,2022,1,0.016173671
Chhattisgarh,Gariyaband,2022-01-29,2022,1,0.0
Chhattisgarh,Gariyaband,2022-01-20,2022,1,1.19e-05
Chhattisgarh,Gariyaband,2022-01-30,2022,1,0.0
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-03,2022,1,0.0
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-04,2022,1,0.0
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-05,2022,1,0.0
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-06,2022,1,0.000655634
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-07,2022,1,0.0
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-01,2022,1,0.002850585
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-08,2022,1,0.0
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-10,2022,1,18.32639408
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-11,2022,1,0.295049758
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-12,2022,1,8.032876114
Chhattisgarh,Gaurela-Pendra-Marwahi,2022-01-13,2022,1,2.950084246
